id	audio	n_frames	src_text	tgt_text	speaker
ted_1_63	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:9322560:172480	172480	Those of you who are good at branding, I'd love to get your advice and help on how to say this in a way that connects with the most people.	Gostaria que os que são bons em construir marcas me dessem o vosso conselho e ajuda para dizer isto de forma a abranger o maior número de pessoas.	spk.1
ted_1_64	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:9498400:426240	426240	It is easier than you think. It really is. A lot of us in here have made that decision, and it is really pretty easy. It means reduce your carbon dioxide emissions with the full range of choices that you make, and then purchase or acquire offsets for the remainder that you have not completely reduced.	É mais fácil do que se possa imaginar. É verdade. Muitos de nós tomaram esta decisão e é realmente fácil reduzir a nossas emissões de dióxido de carbono nas várias escolhas que podem fazer, e depois comprar ou adquirir compensações para o restante que não conseguimos reduzir totalmente.	spk.1
ted_1_65	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:9933280:98880	98880	And what it means is elaborated at climatecrisis.net.	Podem ver o que isso significa no climatecrisis.net.	spk.1
ted_1_66	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:10044000:43680	43680	There is a carbon calculator.	Este "site" tem uma calculadora de carbono.	spk.1
ted_1_67	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:10109280:253599	253599	Participant Productions convened — with my active involvement — the leading software writers in the world, on this arcane science of carbon calculation, to construct a consumer-friendly carbon calculator.	A Participant Productions reuniu os produtores mundiais de software — com o meu envolvimento ativo — nesta ciência misteriosa de calcular o carbono, para construir uma calculadora de carbono amiga do consumidor.	spk.1
ted_1_68	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:10382240:140000	140000	You can very precisely calculate what your CO2 emissions are, and then you will be given options to reduce.	Podemos calcular de forma muito precisa quais são os valores das nossas emissões de CO2 e receber indicações e opções para as reduzir.	spk.1
ted_1_69	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:10525920:135039	135039	And by the time the movie comes out in May, this will be updated to 2.0, and we will have click-through purchases of offsets.	Quando o filme for lançado em maio, a calculadora será atualizada para a versão 2.0 e teremos um interface para compra de compensações.	spk.1
ted_1_70	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:10672799:48320	48320	Next, consider making your business carbon-neutral.	Continuando. Já pensaram em tornar o vosso negócio neutro em carbono?	spk.1
ted_1_71	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:10724320:54240	54240	Again, some of us have done that, and it's not as hard as you think.	De novo, alguns de nós já o fizeram e não foi tão difícil quanto julgam.	spk.1
ted_1_72	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:10804160:452160	452160	Integrate climate solutions into all of your innovations, whether you are from the technology, or entertainment, or design and architecture community. Invest sustainably. Majora mentioned this. Listen, if you have invested money with managers who you compensate on the basis of their annual performance, don't ever again complain about quarterly report CEO management.	Integrar soluções climáticas em todas as nossas inovações, quer pertençam à comunidade da tecnologia, do entretenimento, do design ou da arquitetura. Investir de forma sustentável. A Majora referiu-se a isto. Se investiram dinheiro em administradores cuja compensação é feita com base no desempenho anual nunca mais reclamem quanto ao relatório trimestral do CEO.	spk.1
ted_1_73	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11276640:36480	36480	Over time, people do what you pay them to do.	Com o decorrer do tempo, as pessoas fazem o que lhes pagam para fazer.	spk.1
ted_1_74	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11340640:193919	193919	And if they judge how much they're going to get paid on your capital that they've invested, based on the short-term returns, you're going to get short-term decisions.	E se avaliarem quanto vão receber pelo capital que vocês receberam, com base no retorno a curto prazo, terão decisões de curto prazo.	spk.1
ted_1_75	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11534560:56800	56800	A lot more to be said about that.	Há muito mais a dizer sobre isso.	spk.1
ted_1_76	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11592480:27360	27360	Become a catalyst of change.	Transformem-se em catalisadores de mudança.	spk.1
ted_1_77	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11621920:55679	55679	Teach others, learn about it, talk about it.	Ensinem, aprendam, falem sobre isto.	spk.1
ted_1_78	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11700800:95360	95360	The movie is a movie version of the slideshow I gave two nights ago, except it's a lot more entertaining.	O filme é uma versão da apresentação que fiz há duas noites, mas é muito mais interessante.	spk.1
ted_1_79	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11818560:31680	31680	And it comes out in May.	E estará no ar em maio.	spk.1
ted_1_80	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11863840:56000	56000	Many of you here have the opportunity to ensure that a lot of people see it.	Muitos de vocês têm a oportunidade de fazer com que muitas pessoas assistam.	spk.1
ted_1_81	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:11953920:324960	324960	Consider sending somebody to Nashville. Pick well. And I am personally going to train people to give this slideshow — re-purposed, with some of the personal stories obviously replaced with a generic approach, and it's not just the slides, it's what they mean.	Pensem em enviar alguém a Nashville. Escolham bem a pessoa. Eu vou pessoalmente treinar pessoas para fazer esta apresentação, substituindo algumas histórias pessoais por uma abordagem genérica.	spk.1
ted_1_82	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:12279040:22400	22400	And it's how they link together.	Não são apenas as imagens, é o que elas significam e como elas se relacionam.	spk.1
ted_1_83	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:12305120:322720	322720	And so I'm going to be conducting a course this summer for a group of people that are nominated by different folks to come and then give it en masse, in communities all across the country, and we're going to update the slideshow for all of them every single week, to keep it right on the cutting edge.	Este verão, vou dar um curso a um grupo de pessoas que foram indicadas por diferentes pessoas para espalharem, em massa, pelas comunidades em todo o país. Vamos atualizar esta apresentação para todos eles, todas as semanas, para mantê-la exata e atualizada.	spk.1
ted_1_84	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:12633599:281920	281920	Working with Larry Lessig, it will be, somewhere in that process, posted with tools and limited-use copyrights, so that young people can remix it and do it in their own way. (Applause)	A certa altura deste processo, vamos trabalhar com Larry Lessig, publicando, com ferramentas e direitos de uso limitados, para que os jovens possam editá-la e trabalhá-la à sua maneira. (Aplausos)	spk.1
ted_1_85	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:12915519:52160	52160	Where did anybody get the idea that you ought to stay arm's length from politics?	De onde surgiu a ideia de que devemos ficar distantes da política?	spk.1
ted_1_86	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:12971520:70560	70560	It doesn't mean that if you're a Republican, that I'm trying to convince you to be a Democrat.	Significa que, se forem Republicanos, eu não vou tentar convencer-vos a tornarem-se Democratas.	spk.1
ted_1_87	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:13054400:23520	23520	We need Republicans as well.	Também precisamos dos Republicanos.	spk.1
ted_1_88	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:13078080:140960	140960	This used to be a bipartisan issue, and I know that in this group it really is. Become politically active. Make our democracy work the way it's supposed to work.	Isto era uma questão bipartidária, e eu sei que neste grupo ela realmente o é. Tornem-se politicamente ativos. Façam a nossa democracia funcionar como deve ser.	spk.1
ted_1_89	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:13228320:120800	120800	Support the idea of capping carbon dioxide emissions — global warming pollution — and trading it.	Apoiem a ideia de limitar as emissões de dióxido de carbono, — a poluição que causa o aquecimento global — e negociá-las.	spk.1
ted_1_90	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:13349280:95040	95040	Here's why: as long as the United States is out of the world system, it's not a closed system.	Por esta razão: enquanto os EUA estiverem fora do sistema mundial, este não é um sistema fechado.	spk.1
ted_1_91	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:13450560:162880	162880	Once it becomes a closed system, with U.S. participation, then everybody who's on a board of directors — how many people here serve on the board of directors of a corporation?	Quando se tornar um sistema fechado, com a participação dos EUA, todos que estão num conselho de administração — quantas pessoas aqui estão em conselhos de administração de uma empresa?	spk.1
ted_1_92	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:13639040:202880	202880	Once it's a closed system, you will have legal liability if you do not urge your CEO to get the maximum income from reducing and trading the carbon emissions that can be avoided.	Quando conseguirmos um sistema fechado, vocês serão processados legalmente se não exigirem ao CEO que maximize os lucros, reduzindo e negociando as emissões de carbono, que possam ser evitadas.	spk.1
ted_1_93	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:13850080:118400	118400	The market will work to solve this problem — if we can accomplish this.	O mercado vai trabalhar para resolver este problema, se nós conseguirmos isto.	spk.1
ted_1_94	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:13991680:48160	48160	Help with the mass persuasion campaign that will start this spring.	Ajudem na campanha de persuasão em massa que vai começar na primavera.	spk.1
ted_1_95	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14043519:113280	113280	We have to change the minds of the American people. Because presently, the politicians do not have permission to do what needs to be done.	Temos que mudar a mente do povo americano, porque atualmente os políticos não têm permissão para fazer o que deve ser feito.	spk.1
ted_1_96	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14166080:131840	131840	And in our modern country, the role of logic and reason no longer includes mediating between wealth and power the way it once did.	No nosso país moderno, o papel da lógica e da razão já não inclui a mediação entre riqueza e poder da forma como já aconteceu anteriormente.	spk.1
ted_1_97	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14300320:86240	86240	It's now repetition of short, hot-button, 30-second, 28-second television ads.	Agora será a repetição de pequenos anúncios televisivos de 30 ou 28 segundos.	spk.1
ted_1_98	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14390400:24960	24960	We have to buy a lot of those ads.	Temos que comprar muitos destes anúncios.	spk.1
ted_1_99	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14436320:65760	65760	Let's re-brand global warming, as many of you have suggested.	Vamos criar uma nova marca para o aquecimento global, como muitos de vocês sugeriram.	spk.1
ted_1_100	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14504960:97920	97920	I like "climate crisis" instead of "climate collapse," but again, those of you who are good at branding, I need your help on this.	Prefiro crise climática em vez de colapso climático, mas, repito, preciso da ajuda dos que são bons em marcas.	spk.1
ted_1_101	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14620320:157760	157760	Somebody said the test we're facing now, a scientist told me, is whether the combination of an opposable thumb and a neocortex is a viable combination.	Um cientista disse-me que o teste que agora enfrentamos é se a combinação de um polegar oponível com um neocórtex é uma combinação viável.	spk.1
ted_1_103	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14819520:15680	15680	That's really true.	Já o disse e repito-o.	spk.1
ted_1_104	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14883519:82560	82560	I said the other night, and I'll repeat now: this is not a political issue.	Isto não é uma questão política.	spk.1
ted_1_105	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:14972639:84640	84640	Again, the Republicans here — this shouldn't be partisan.	Para os Republicanos aqui presentes, isto não deve ser partidário.	spk.1
ted_1_106	bt4st/data/mustc/en-pt/data/train/wav/ted_1.wav:15061280:50720	50720	You have more influence than some of us who are Democrats do.	Vocês têm mais influência do que alguns de nós, Democratas.	spk.1
